Operation,Memory(KB),PolyModulusDegree,Scalar1,Scalar2,EncryptionTime(ms),OperationTime(ms),DecryptionTime(ms)
Plain*Cipher,646052,32768,65536,42,96.4715,46.173,29.0124
Cipher+Cipher,646052,32768,65536,12345,103.815,3.58696,21.8215
Cipher*Cipher,646052,32768,65536,12345,103.815,298.942,35.0729
Cipher+Plain,646052,32768,65536,12345,103.815,6.1331,21.2856
Cipher*Plain,646052,32768,65536,12345,103.815,42.9138,20.38
Plain+Cipher,646052,32768,65536,12345,103.815,5.50022,20.3063
Plain*Cipher,646052,32768,65536,12345,103.815,41.4437,20.5808
Cipher+Cipher,646052,32768,65536,65536,96.0617,3.58641,21.6288
Cipher*Cipher,646052,32768,65536,65536,96.0617,315.211,36.5806
Cipher+Plain,646052,32768,65536,65536,96.0617,5.43603,20.0772
Cipher*Plain,646052,32768,65536,65536,96.0617,44.5259,23.969
Plain+Cipher,646052,32768,65536,65536,96.0617,7.10819,23.1156
Plain*Cipher,646052,32768,65536,65536,96.0617,48.1729,24.0714
