Operation,Memory(KB),PolyModulusDegree,Scalar1,Scalar2,EncryptionTime(ms),OperationTime(ms),DecryptionTime(ms)
Cipher+Plain,742884,32768,1,42,83.181,5.18962,19.7596
Cipher*Plain,742884,32768,1,42,83.181,34.9584,19.6383
Plain+Cipher,742884,32768,1,42,83.181,5.21455,19.6472
Plain*Cipher,742884,32768,1,42,83.181,35.1573,19.8238
Cipher+Cipher,742884,32768,1,12345,83.2698,3.35589,20.0739
Cipher*Cipher,742884,32768,1,12345,83.2698,252.074,29.1147
Cipher+Plain,742884,32768,1,12345,83.2698,5.2064,19.7164
Cipher*Plain,742884,32768,1,12345,83.2698,35.1768,19.6679
Plain+Cipher,742884,32768,1,12345,83.2698,5.20538,19.7551
Plain*Cipher,742884,32768,1,12345,83.2698,35.0568,19.8645
Cipher+Cipher,742884,32768,1,65536,83.2612,3.32505,19.6864
Cipher*Cipher,742884,32768,1,65536,83.2612,249.133,29.3977
Cipher+Plain,742884,32768,1,65536,83.2612,5.21687,19.8031
Cipher*Plain,742884,32768,1,65536,83.2612,34.9955,19.674
Plain+Cipher,742884,32768,1,65536,83.2612,5.18064,19.6246
Plain*Cipher,742884,32768,1,65536,83.2612,35.0649,19.857
Cipher+Cipher,742884,32768,7,1,83.329,3.35062,19.6767
Cipher*Cipher,742884,32768,7,1,83.329,250.405,28.8672
Cipher+Plain,742884,32768,7,1,83.329,5.21689,19.8045
Cipher*Plain,742884,32768,7,1,83.329,34.9219,19.9299
Plain+Cipher,742884,32768,7,1,83.329,5.18792,19.6392
Plain*Cipher,742884,32768,7,1,83.329,34.9005,19.6416
Cipher+Cipher,742884,32768,7,7,83.5004,3.31928,19.6048
Cipher*Cipher,742884,32768,7,7,83.5004,249.832,29.028
Cipher+Plain,742884,32768,7,7,83.5004,5.18027,19.7464
Cipher*Plain,742884,32768,7,7,83.5004,34.7982,20.0474
Plain+Cipher,742884,32768,7,7,83.5004,5.22574,19.6486
Plain*Cipher,742884,32768,7,7,83.5004,34.9571,19.5676
Cipher+Cipher,742884,32768,7,42,83.2775,3.49624,19.8888
Cipher*Cipher,742884,32768,7,42,83.2775,249.087,29.038
Cipher+Plain,742884,32768,7,42,83.2775,5.2323,19.6635
Cipher*Plain,742884,32768,7,42,83.2775,34.8098,19.6142
Plain+Cipher,742884,32768,7,42,83.2775,5.21098,19.5761
Plain*Cipher,742884,32768,7,42,83.2775,34.8842,19.5867
Cipher+Cipher,742884,32768,7,12345,83.1767,3.33091,19.6603
Cipher*Cipher,742884,32768,7,12345,83.1767,250.631,29.4085
Cipher+Plain,742884,32768,7,12345,83.1767,5.20828,19.8175
Cipher*Plain,742884,32768,7,12345,83.1767,35.0317,19.7408
Plain+Cipher,742884,32768,7,12345,83.1767,5.17913,19.6992
Plain*Cipher,742884,32768,7,12345,83.1767,35.095,19.6864
Cipher+Cipher,742884,32768,7,65536,83.5934,3.37576,19.7376
Cipher*Cipher,742884,32768,7,65536,83.5934,249.542,28.8351
Cipher+Plain,742884,32768,7,65536,83.5934,5.21158,19.6645
Cipher*Plain,742884,32768,7,65536,83.5934,34.9199,19.6481
Plain+Cipher,742884,32768,7,65536,83.5934,5.19595,19.581
Plain*Cipher,742884,32768,7,65536,83.5934,34.9084,19.6764
Cipher+Cipher,742884,32768,42,1,83.36,3.27183,19.9387
Cipher*Cipher,742884,32768,42,1,83.36,249.29,28.9245
Cipher+Plain,742884,32768,42,1,83.36,5.21665,19.6968
Cipher*Plain,742884,32768,42,1,83.36,34.8238,19.5644
Plain+Cipher,742884,32768,42,1,83.36,5.20059,19.6884
Plain*Cipher,742884,32768,42,1,83.36,35.0304,19.6186
Cipher+Cipher,742884,32768,42,7,83.31,3.32897,19.6755
Cipher*Cipher,742884,32768,42,7,83.31,248.994,28.8416
Cipher+Plain,742884,32768,42,7,83.31,5.2672,19.675
Cipher*Plain,742884,32768,42,7,83.31,34.9467,19.7076
Plain+Cipher,742884,32768,42,7,83.31,5.16869,19.6821
Plain*Cipher,742884,32768,42,7,83.31,35.1231,19.7323
Cipher+Cipher,742884,32768,42,42,83.6564,3.32909,19.8142
Cipher*Cipher,742884,32768,42,42,83.6564,249.72,29.0055
Cipher+Plain,742884,32768,42,42,83.6564,5.18472,19.7821
Cipher*Plain,742884,32768,42,42,83.6564,35.0902,19.5959
Plain+Cipher,742884,32768,42,42,83.6564,5.12923,19.6824
Plain*Cipher,742884,32768,42,42,83.6564,35.0658,19.7175
Cipher+Cipher,742884,32768,42,12345,83.2573,3.44778,19.7635
Cipher*Cipher,742884,32768,42,12345,83.2573,248.878,28.9533
Cipher+Plain,742884,32768,42,12345,83.2573,5.19559,19.7506
Cipher*Plain,742884,32768,42,12345,83.2573,34.8316,19.7992
Plain+Cipher,742884,32768,42,12345,83.2573,5.15562,19.7223
Plain*Cipher,742884,32768,42,12345,83.2573,35.2314,19.6895
Cipher+Cipher,742884,32768,42,65536,83.3081,3.35842,20.2311
Cipher*Cipher,742884,32768,42,65536,83.3081,249.533,28.866
Cipher+Plain,742884,32768,42,65536,83.3081,5.22044,19.8323
Cipher*Plain,742884,32768,42,65536,83.3081,34.9115,19.5683
Plain+Cipher,742884,32768,42,65536,83.3081,5.20754,19.5921
Plain*Cipher,742884,32768,42,65536,83.3081,35.0612,19.7454
Cipher+Cipher,742884,32768,12345,1,84.2368,3.44662,20.0562
Cipher*Cipher,742884,32768,12345,1,84.2368,248.771,30.3457
Cipher+Plain,742884,32768,12345,1,84.2368,5.21272,19.7337
Cipher*Plain,742884,32768,12345,1,84.2368,34.898,19.7534
Plain+Cipher,742884,32768,12345,1,84.2368,5.16386,19.6236
Plain*Cipher,742884,32768,12345,1,84.2368,35.4721,19.6477
Cipher+Cipher,742884,32768,12345,7,83.815,3.33155,19.6991
Cipher*Cipher,742884,32768,12345,7,83.815,249.143,28.8399
Cipher+Plain,742884,32768,12345,7,83.815,5.18578,19.6955
Cipher*Plain,742884,32768,12345,7,83.815,35.0069,19.8042
Plain+Cipher,742884,32768,12345,7,83.815,5.29648,19.9184
Plain*Cipher,742884,32768,12345,7,83.815,35.063,19.7404
Cipher+Cipher,742884,32768,12345,42,83.2838,3.32689,19.6755
Cipher*Cipher,742884,32768,12345,42,83.2838,248.869,28.9359
Cipher+Plain,742884,32768,12345,42,83.2838,5.18269,19.8511
Cipher*Plain,742884,32768,12345,42,83.2838,34.9163,19.8228
Plain+Cipher,742884,32768,12345,42,83.2838,5.22365,19.9554
Plain*Cipher,742884,32768,12345,42,83.2838,35.0963,19.7124
Cipher+Cipher,742884,32768,12345,12345,83.1655,3.37251,19.6759
Cipher*Cipher,742884,32768,12345,12345,83.1655,250.606,28.8479
Cipher+Plain,742884,32768,12345,12345,83.1655,5.26089,19.9675
Cipher*Plain,742884,32768,12345,12345,83.1655,34.9116,19.5583
Plain+Cipher,742884,32768,12345,12345,83.1655,5.24278,20.231
Plain*Cipher,742884,32768,12345,12345,83.1655,35.1694,19.634
Cipher+Cipher,742884,32768,12345,65536,83.3936,3.33347,19.7938
Cipher*Cipher,742884,32768,12345,65536,83.3936,252.232,29.0269
Cipher+Plain,742884,32768,12345,65536,83.3936,5.24324,19.6747
Cipher*Plain,742884,32768,12345,65536,83.3936,34.9045,19.5698
Plain+Cipher,742884,32768,12345,65536,83.3936,5.17283,19.6206
Plain*Cipher,742884,32768,12345,65536,83.3936,34.8947,19.5768
Cipher+Cipher,742884,32768,65536,1,83.1519,3.35096,19.9891
Cipher*Cipher,742884,32768,65536,1,83.1519,249.153,28.8833
Cipher+Plain,742884,32768,65536,1,83.1519,5.18824,19.723
Cipher*Plain,742884,32768,65536,1,83.1519,35.0736,19.6924
Plain+Cipher,742884,32768,65536,1,83.1519,5.2298,19.8549
Plain*Cipher,742884,32768,65536,1,83.1519,35.0868,19.7322
Cipher+Cipher,742884,32768,65536,7,83.9574,3.27493,19.6976
Cipher*Cipher,742884,32768,65536,7,83.9574,250.555,29.2289
Cipher+Plain,742884,32768,65536,7,83.9574,5.16949,19.6966
Cipher*Plain,742884,32768,65536,7,83.9574,35.1448,19.7786
Plain+Cipher,742884,32768,65536,7,83.9574,5.16121,20.1233
Plain*Cipher,742884,32768,65536,7,83.9574,36.4283,20.2943
Cipher+Cipher,742884,32768,65536,42,85.8466,3.52572,20.2017
Cipher*Cipher,742884,32768,65536,42,85.8466,249.341,28.9429
Cipher+Plain,742884,32768,65536,42,85.8466,5.18177,19.6743
Cipher*Plain,742884,32768,65536,42,85.8466,34.8527,19.6092
Plain+Cipher,742884,32768,65536,42,85.8466,5.17744,19.5994
Plain*Cipher,742884,32768,65536,42,85.8466,34.9452,19.6728
Cipher+Cipher,742884,32768,65536,12345,83.594,3.354,19.984
Cipher*Cipher,742884,32768,65536,12345,83.594,250.022,28.8461
Cipher+Plain,742884,32768,65536,12345,83.594,5.16064,19.6741
Cipher*Plain,742884,32768,65536,12345,83.594,34.9146,19.795
Plain+Cipher,742884,32768,65536,12345,83.594,5.23806,19.6794
Plain*Cipher,742884,32768,65536,12345,83.594,35.0857,19.7062
Cipher+Cipher,742884,32768,65536,65536,83.1947,3.33526,19.7745
Cipher*Cipher,742884,32768,65536,65536,83.1947,249.089,28.9011
Cipher+Plain,742884,32768,65536,65536,83.1947,5.21246,19.6638
Cipher*Plain,742884,32768,65536,65536,83.1947,34.7996,20.2702
Plain+Cipher,742884,32768,65536,65536,83.1947,5.36192,19.6564
Plain*Cipher,742884,32768,65536,65536,83.1947,35.0627,19.687
